id,y_2013
136011,0.53
136012,0.57
136021,0.64
136022,0.48
136023,0.5
136024,0.52
137001,0.12
137002,0.23
137003,0.28
137004,0.04
137005,0.11
138001,0.88
138002,0.9
138003,1
138004,0.21
138005,0.7
139001,0.54
139002,0.77
139003,0.28
139004,0.7
140001,0.49
140002,0.4
142001,0.78
142002,0.4
142003,0.81
142004,0.61
143001,0.6
143002,0.36
143003,0.59
143004,0.53
145011,0.37
145012,0.34
