id,y_2010,y_2013
136011,425,346
136012,158,134
136021,470,564
136022,289,290
136023,449,375
136024,414,488
137001,436,631
137002,313,241
137003,342,281
137004,278,251
137005,345,290
138001,305,314
138002,307,292
138003,249,222
138004,254,255
138005,658,653
139001,264,265
139002,482,431
139003,295,274
139004,619,610
140001,419,359
140002,753,804
142001,360,298
142002,283,280
142003,347,347
142004,240,319
143001,267,166
143002,261,279
143003,406,387
143004,270,272
145011,299,320
145012,206,234
