id,y_2013
136011,0.04
136012,0
136021,0
136022,0.09
136023,0.02
136024,0.06
137001,0.11
137002,0.29
137003,0.05
137004,0.35
137005,0.04
138001,0
138002,0
138003,0
138004,0
138005,0.02
139001,0
139002,0
139003,0
139004,0.01
140001,0.01
140002,0.03
142001,0
142002,0
142003,0
142004,0
143001,0
143002,0
143003,0.05
143004,0.03
145011,0
145012,0
