id,y_2013
136011,0.07
136012,0.06
136021,0.17
136022,0.14
136023,0.12
136024,0.11
137001,0.11
137002,0.26
137003,0.18
137004,0.21
137005,0.45
138001,0.15
138002,0.11
138003,0.32
138004,0.02
138005,0.2
139001,0.09
139002,0.08
139003,0.1
139004,0.07
140001,0.07
140002,0.23
142001,0.16
142002,0.08
142003,0.08
142004,0.03
143001,0.05
143002,0.01
143003,0.12
143004,0.12
145011,0.27
145012,0.09
