id,y_2013
136011,31635
136012,30750
136021,29792
136022,39728
136023,49306
136024,46860
137001,46875
137002,60250
137003,60406
137004,108750
137005,51667
138001,16284
138002,21071
138003,26346
138004,14647
138005,15273
139001,9307
139002,9330
139003,22500
139004,15433
140001,21691
140002,27206
142001,23500
142002,27125
142003,22306
142004,22315
143001,15806
143002,9006
143003,13841
143004,18354
145011,18750
145012,26518
