id,y_2013
136011,0.18
136012,0.07
136021,0.27
136022,0.31
136023,0.23
136024,0.27
137001,0.22
137002,0.25
137003,0.24
137004,0.13
137005,0.06
138001,0.4
138002,0.19
138003,0.08
138004,0.4
138005,0.12
139001,0.37
139002,0.22
139003,0.14
139004,0.47
140001,0.27
140002,0.24
142001,0.2
142002,0.25
142003,0.36
142004,0.31
143001,0.37
143002,0.51
143003,0.21
143004,0.05
145011,0.15
145012,0.34
