id,y_2010,y_2013
136011,51,65
136012,62,11
136021,197,119
136022,42,0
136023,67,53
136024,73,22
137001,78,93
137002,50,74
137003,34,29
137004,29,27
137005,44,6
138001,77,47
138002,81,60
138003,43,47
138004,31,39
138005,185,181
139001,27,73
139002,85,72
139003,104,88
139004,138,206
140001,148,120
140002,117,160
142001,72,139
142002,65,21
142003,90,148
142004,82,22
143001,59,158
143002,66,31
143003,79,149
143004,48,48
145011,57,42
145012,33,19
