id,y_2013
136011,0.11
136012,0.14
136021,0.09
136022,0.15
136023,0.18
136024,0.09
137001,0.48
137002,0.25
137003,0.21
137004,0.47
137005,0.36
138001,0.02
138002,0
138003,0.02
138004,0
138005,0.05
139001,0.03
139002,0.09
139003,0.01
139004,0.06
140001,0.06
140002,0.08
142001,0.03
142002,0.04
142003,0.02
142004,0.01
143001,0
143002,0.13
143003,0.01
143004,0.05
145011,0
145012,0.03
