id,y_2013
136011,0.32
136012,0.5
136021,0.33
136022,0.18
136023,0.19
136024,0.25
137001,0.1
137002,0.15
137003,0.13
137004,0
137005,0.11
138001,0.54
138002,0.37
138003,0.29
138004,0.62
138005,0.39
139001,0.85
139002,0.73
139003,0.33
139004,0.72
140001,0.5
140002,0.37
142001,0.32
142002,0.3
142003,0.57
142004,0.44
143001,0.7
143002,0.87
143003,0.56
143004,0.16
145011,0.22
145012,0.28
